customer_id,country,frequency,monetary,recency_days,rfm_segment
14937.0,Channel Islands,3,1621.88,56,Regular
17101.0,United Kingdom,4,1621.73,10,Recent
14178.0,United Kingdom,7,1620.9299999999998,8,Loyal
16801.0,United Kingdom,4,1619.7299999999998,163,Regular
18161.0,United Kingdom,5,1618.69,15,Loyal
14336.0,United Kingdom,4,1614.9099999999996,16,Recent
16992.0,United Kingdom,5,1614.31,10,Loyal
15791.0,United Kingdom,2,1612.6900000000003,43,Regular
14312.0,United Kingdom,6,1611.5900000000001,46,Loyal
13614.0,United Kingdom,4,1610.46,24,Recent
14918.0,United Kingdom,2,1610.15,115,Regular
12868.0,United Kingdom,6,1607.06,185,Loyal
16817.0,United Kingdom,9,1604.7499999999998,2,Loyal
12947.0,United Kingdom,6,1603.99,143,Loyal
16466.0,United Kingdom,7,1603.46,33,Loyal
14719.0,United Kingdom,5,1602.1299999999992,1,Loyal
14587.0,United Kingdom,9,1601.14,18,Loyal
15660.0,United Kingdom,9,1600.8600000000001,25,Loyal
16496.0,United Kingdom,3,1599.52,8,Recent
13850.0,United Kingdom,1,1595.4799999999996,129,Regular
17837.0,United Kingdom,8,1593.38,42,Loyal
16332.0,United Kingdom,7,1593.2000000000003,28,Loyal
16676.0,United Kingdom,4,1592.12,33,Regular
14970.0,United Kingdom,4,1592.06,68,Regular
15611.0,United Kingdom,13,1591.4499999999998,9,Champions
18178.0,United Kingdom,4,1590.81,128,Regular
14442.0,Channel Islands,2,1589.8200000000002,204,At Risk
12393.0,Australia,4,1582.6000000000001,72,Regular
15532.0,United Kingdom,4,1580.9299999999996,25,Recent
12607.0,USA,1,1579.51,60,Regular
13814.0,Germany,2,1579.12,92,Regular
16889.0,United Kingdom,3,1578.67,194,At Risk
13186.0,United Kingdom,3,1575.8899999999999,39,Regular
13634.0,United Kingdom,5,1575.1599999999994,33,Loyal
13659.0,United Kingdom,2,1573.2,205,At Risk
17671.0,United Kingdom,4,1572.71,15,Recent
16283.0,United Kingdom,5,1570.8099999999995,5,Loyal
12865.0,Austria,2,1568.2299999999996,26,Recent
15906.0,United Kingdom,7,1567.69,19,Loyal
15111.0,United Kingdom,3,1567.4800000000002,29,Recent
17085.0,United Kingdom,5,1566.65,123,Loyal
17204.0,United Kingdom,4,1564.56,175,Regular
18239.0,United Kingdom,5,1561.61,218,Loyal
14038.0,United Kingdom,3,1560.38,78,Regular
16394.0,United Kingdom,5,1555.34,56,Loyal
13313.0,United Kingdom,5,1555.32,22,Loyal
16369.0,United Kingdom,3,1553.66,18,Recent
15620.0,United Kingdom,3,1553.1799999999998,56,Regular
15117.0,United Kingdom,5,1551.7799999999997,14,Loyal
13320.0,United Kingdom,4,1548.6999999999998,78,Regular
14229.0,United Kingdom,3,1547.2,51,Regular
14704.0,United Kingdom,9,1546.9100000000003,11,Loyal
16790.0,United Kingdom,6,1545.62,3,Loyal
13397.0,United Kingdom,5,1544.13,72,Loyal
15701.0,United Kingdom,4,1542.1399999999999,2,Recent
12818.0,Austria,1,1542.08,261,At Risk
16365.0,United Kingdom,9,1540.42,17,Loyal
17159.0,United Kingdom,3,1538.88,21,Recent
13849.0,United Kingdom,2,1537.9499999999998,51,Regular
12877.0,United Kingdom,12,1535.7700000000002,3,Champions
15392.0,United Kingdom,4,1535.5300000000002,4,Recent
15625.0,United Kingdom,4,1534.2600000000002,103,Regular
13107.0,United Kingdom,4,1531.6200000000001,44,Regular
12759.0,Netherlands,3,1531.44,52,Regular
14321.0,United Kingdom,5,1530.75,10,Loyal
14567.0,United Kingdom,2,1530.3600000000001,56,Regular
15916.0,United Kingdom,8,1528.09,16,Loyal
16244.0,United Kingdom,2,1522.7499999999993,211,At Risk
16434.0,United Kingdom,7,1522.2500000000002,29,Loyal
16066.0,United Kingdom,5,1521.8700000000001,16,Loyal
13764.0,United Kingdom,3,1521.76,70,Regular
13213.0,United Kingdom,5,1520.58,56,Loyal
16880.0,United Kingdom,7,1519.08,30,Loyal
14267.0,United Kingdom,3,1516.2399999999998,162,Regular
13791.0,United Kingdom,2,1516.0,127,Regular
16748.0,United Kingdom,5,1515.9,17,Loyal
16053.0,United Kingdom,2,1511.9499999999996,32,Regular
16910.0,United Kingdom,8,1510.06,4,Loyal
16279.0,United Kingdom,3,1509.58,21,Recent
16016.0,United Kingdom,8,1508.7599999999998,3,Loyal
15265.0,United Kingdom,2,1506.12,151,Regular
12937.0,United Kingdom,4,1504.2699999999995,15,Recent
15530.0,United Kingdom,4,1502.35,21,Recent
16762.0,United Kingdom,3,1501.38,19,Recent
13810.0,Germany,3,1499.01,28,Recent
17571.0,United Kingdom,4,1498.5100000000002,50,Regular
14414.0,United Kingdom,7,1496.98,91,Loyal
16755.0,United Kingdom,3,1496.83,114,Regular
17002.0,United Kingdom,3,1493.73,85,Regular
15057.0,United Kingdom,2,1489.5,275,At Risk
13110.0,United Kingdom,7,1488.6699999999998,31,Loyal
13692.0,United Kingdom,3,1488.3200000000006,24,Recent
14963.0,United Kingdom,5,1487.8,9,Loyal
17553.0,United Kingdom,1,1487.6,129,Regular
16395.0,United Kingdom,5,1486.9,60,Loyal
14878.0,United Kingdom,9,1485.54,12,Loyal
14758.0,United Kingdom,4,1484.0600000000002,144,Regular
18016.0,United Kingdom,5,1483.56,32,Loyal
15427.0,United Kingdom,3,1483.1399999999999,33,Regular
17590.0,United Kingdom,3,1479.2199999999996,2,Recent
14403.0,United Kingdom,4,1475.81,130,Regular
15983.0,United Kingdom,4,1475.02,22,Recent
12826.0,United Kingdom,7,1474.7200000000003,2,Loyal
14404.0,United Kingdom,6,1474.32,33,Loyal
14246.0,United Kingdom,3,1474.06,110,Regular
15128.0,United Kingdom,4,1470.9999999999998,60,Regular
16348.0,United Kingdom,7,1469.4500000000003,32,Loyal
14875.0,United Kingdom,2,1465.3199999999997,107,Regular
12882.0,United Kingdom,2,1463.04,9,Recent
14233.0,United Kingdom,4,1462.7199999999998,49,Regular
14541.0,United Kingdom,8,1461.6499999999999,58,Loyal
17063.0,United Kingdom,7,1461.14,21,Loyal
16059.0,United Kingdom,6,1459.8599999999997,65,Loyal
16996.0,United Kingdom,6,1456.96,30,Loyal
13309.0,United Kingdom,5,1456.79,7,Loyal
13477.0,United Kingdom,6,1454.58,37,Loyal
15987.0,United Kingdom,7,1451.2799999999997,12,Loyal
14740.0,United Kingdom,3,1448.21,197,At Risk
15426.0,United Kingdom,5,1447.3899999999996,19,Loyal
14591.0,United Kingdom,4,1447.14,15,Recent
17073.0,United Kingdom,4,1446.0899999999997,17,Recent
13717.0,United Kingdom,6,1445.01,32,Loyal
13461.0,United Kingdom,3,1445.0,38,Regular
17175.0,United Kingdom,4,1443.69,44,Regular
15478.0,United Kingdom,2,1441.42,40,Regular
15858.0,United Kingdom,5,1438.8500000000004,15,Loyal
14071.0,United Kingdom,8,1438.8200000000002,3,Loyal
13159.0,United Kingdom,4,1437.8499999999997,8,Recent
14566.0,Channel Islands,1,1432.0,110,Regular
16503.0,United Kingdom,4,1431.9299999999998,106,Regular
13475.0,United Kingdom,4,1431.7799999999995,191,At Risk
16103.0,United Kingdom,6,1429.6399999999999,7,Loyal
16271.0,United Kingdom,5,1429.2400000000002,2,Loyal
14035.0,United Kingdom,5,1428.0199999999998,28,Loyal
15681.0,United Kingdom,5,1426.1599999999999,25,Loyal
15106.0,United Kingdom,5,1422.52,17,Loyal
16463.0,United Kingdom,4,1422.4,21,Recent
16571.0,United Kingdom,3,1421.69,26,Recent
14019.0,United Kingdom,3,1421.6100000000001,46,Regular
14901.0,United Kingdom,9,1421.29,11,Loyal
14443.0,United Kingdom,4,1420.1999999999998,53,Regular
17288.0,United Kingdom,7,1419.73,9,Loyal
16173.0,United Kingdom,6,1418.32,15,Loyal
15444.0,United Kingdom,2,1418.26,9,Recent
17856.0,United Kingdom,4,1418.03,1,Recent
18116.0,United Kingdom,8,1418.0299999999997,67,Loyal
14649.0,United Kingdom,4,1417.2899999999995,4,Recent
14748.0,United Kingdom,5,1415.75,29,Loyal
16012.0,United Kingdom,3,1415.29,35,Regular
16245.0,United Kingdom,3,1413.6599999999999,23,Recent
17004.0,United Kingdom,2,1412.9399999999996,46,Regular
15237.0,United Kingdom,4,1412.3200000000006,1,Recent
15596.0,United Kingdom,5,1406.5899999999997,100,Loyal
17083.0,United Kingdom,3,1405.7799999999997,109,Regular
15563.0,United Kingdom,4,1400.4400000000003,22,Recent
14741.0,United Kingdom,6,1400.3400000000001,11,Loyal
18202.0,United Kingdom,3,1396.9899999999998,199,At Risk
13995.0,United Kingdom,5,1393.69,15,Loyal
17354.0,United Kingdom,1,1393.06,50,Regular
15810.0,United Kingdom,4,1391.9799999999998,78,Regular
15051.0,United Kingdom,3,1391.6100000000001,23,Recent
13414.0,United Kingdom,3,1390.5,133,Regular
13516.0,United Kingdom,3,1389.4099999999999,21,Recent
15898.0,United Kingdom,5,1388.88,1,Loyal
16539.0,United Kingdom,4,1388.8100000000002,2,Recent
15453.0,United Kingdom,7,1388.37,1,Loyal
15134.0,United Kingdom,8,1387.9899999999998,14,Loyal
12952.0,United Kingdom,4,1387.79,5,Recent
17676.0,United Kingdom,6,1387.6799999999998,4,Loyal
12775.0,Netherlands,5,1386.04,17,Loyal
13308.0,United Kingdom,3,1385.51,22,Recent
18167.0,United Kingdom,3,1384.8600000000001,23,Recent
17311.0,United Kingdom,2,1384.85,78,Regular
13572.0,United Kingdom,1,1384.25,205,At Risk
14507.0,United Kingdom,6,1383.18,23,Loyal
14116.0,United Kingdom,5,1382.7400000000002,19,Loyal
16389.0,United Kingdom,4,1382.07,53,Regular
16726.0,United Kingdom,5,1382.0199999999998,26,Loyal
17621.0,United Kingdom,3,1379.9,21,Recent
12886.0,United Kingdom,2,1378.4,67,Regular
15569.0,United Kingdom,5,1375.71,103,Loyal
16669.0,United Kingdom,3,1374.8699999999994,23,Recent
14434.0,United Kingdom,6,1372.7999999999997,21,Loyal
15095.0,United Kingdom,4,1370.6,103,Regular
13813.0,Germany,4,1366.8600000000001,39,Regular
14897.0,United Kingdom,4,1366.38,7,Recent
13396.0,United Kingdom,2,1360.9899999999998,29,Recent
14102.0,United Kingdom,5,1360.2799999999997,5,Loyal
15411.0,United Kingdom,4,1358.8799999999997,26,Recent
13232.0,United Kingdom,7,1357.6,12,Loyal
17054.0,United Kingdom,5,1356.33,28,Loyal
14064.0,United Kingdom,5,1353.7399999999998,29,Loyal
14859.0,United Kingdom,4,1353.7399999999998,12,Recent
15116.0,United Kingdom,4,1352.75,17,Recent
16079.0,United Kingdom,3,1352.0,16,Recent
16493.0,United Kingdom,4,1351.6299999999999,79,Regular
12770.0,Japan,1,1351.45,210,At Risk
12646.0,USA,2,1346.9699999999998,4,Recent
14154.0,United Kingdom,2,1345.62,239,At Risk
15398.0,United Kingdom,2,1345.53,16,Recent
12463.0,Belgium,4,1344.7800000000002,53,Regular
17372.0,United Kingdom,8,1342.6799999999998,40,Loyal
16317.0,United Kingdom,3,1341.65,119,Regular
13743.0,United Kingdom,7,1341.6,2,Loyal
18177.0,United Kingdom,6,1341.42,31,Loyal
16045.0,United Kingdom,4,1340.7,119,Regular
13501.0,Switzerland,1,1340.3199999999997,288,At Risk
15734.0,United Kingdom,2,1339.45,114,Regular
12620.0,France,3,1339.4099999999999,14,Recent
15059.0,United Kingdom,9,1337.7199999999998,40,Loyal
16110.0,United Kingdom,3,1337.48,45,Regular
12919.0,United Kingdom,6,1335.19,8,Loyal
15680.0,United Kingdom,3,1333.6799999999998,9,Recent
17932.0,United Kingdom,3,1331.5699999999997,29,Recent
12676.0,Sweden,6,1331.39,24,Loyal
16295.0,United Kingdom,4,1328.55,9,Recent
15146.0,United Kingdom,2,1327.1600000000005,164,Regular
17633.0,United Kingdom,4,1324.84,31,Regular
12854.0,United Kingdom,3,1324.5,78,Regular
17095.0,United Kingdom,3,1324.1599999999999,22,Recent
16370.0,United Kingdom,4,1320.5599999999997,82,Regular
14794.0,United Kingdom,7,1319.9099999999999,2,Loyal
13168.0,United Kingdom,4,1319.1899999999998,36,Regular
16083.0,United Kingdom,2,1317.6200000000001,100,Regular
12526.0,Germany,3,1316.6599999999999,0,Recent
14921.0,United Kingdom,2,1316.0700000000002,30,Recent
12576.0,Poland,5,1315.83,35,Loyal
14511.0,United Kingdom,5,1314.81,11,Loyal
16464.0,United Kingdom,3,1314.6799999999996,19,Recent
14973.0,United Kingdom,3,1314.45,107,Regular
14738.0,United Kingdom,7,1314.4499999999998,42,Loyal
16040.0,United Kingdom,3,1313.55,65,Regular
12364.0,Belgium,4,1313.1,7,Recent
12516.0,Germany,2,1312.06,77,Regular
14856.0,United Kingdom,3,1311.38,36,Regular
14477.0,United Kingdom,4,1309.6,19,Recent
16120.0,United Kingdom,4,1309.1399999999996,59,Regular
14047.0,United Kingdom,5,1308.6100000000001,8,Loyal
13328.0,United Kingdom,1,1308.48,316,At Risk
14297.0,United Kingdom,4,1305.33,17,Recent
12507.0,Spain,3,1304.81,134,Regular
16744.0,United Kingdom,7,1304.76,11,Loyal
17919.0,United Kingdom,1,1304.04,88,Regular
15813.0,United Kingdom,2,1303.9099999999999,207,At Risk
14898.0,United Kingdom,6,1303.52,23,Loyal
15108.0,European Community,4,1300.25,141,Regular
15494.0,United Kingdom,2,1299.2300000000005,21,Recent
12488.0,France,3,1298.6599999999999,9,Recent
12372.0,Denmark,3,1298.04,71,Regular
15602.0,United Kingdom,9,1297.87,8,Loyal
17961.0,United Kingdom,39,1296.44,21,Champions
16929.0,United Kingdom,7,1295.3899999999999,3,Loyal
16224.0,United Kingdom,4,1295.3,57,Regular
15621.0,United Kingdom,4,1293.03,4,Recent
16101.0,United Kingdom,1,1290.7,70,Regular
15171.0,United Kingdom,1,1289.5,331,At Risk
15136.0,United Kingdom,4,1286.7000000000003,2,Recent
16949.0,United Kingdom,6,1286.2700000000002,3,Loyal
17350.0,United Kingdom,4,1286.07,8,Recent
17802.0,United Kingdom,3,1285.0400000000004,82,Regular
16899.0,United Kingdom,6,1281.56,7,Loyal
13878.0,United Kingdom,1,1281.5299999999997,54,Regular
13538.0,United Kingdom,7,1280.85,43,Loyal
16951.0,United Kingdom,3,1277.750000000001,134,Regular
16692.0,United Kingdom,2,1276.0,256,At Risk
17019.0,United Kingdom,4,1272.6100000000001,11,Recent
12630.0,Finland,2,1270.88,9,Recent
14669.0,United Kingdom,3,1269.9899999999998,241,At Risk
13492.0,Switzerland,3,1269.8399999999997,136,Regular
13431.0,United Kingdom,2,1269.1,67,Regular
14916.0,United Kingdom,4,1268.98,70,Regular
15199.0,United Kingdom,4,1268.7,59,Regular
16660.0,United Kingdom,4,1267.65,16,Recent
17037.0,United Kingdom,1,1267.3199999999995,87,Regular
17158.0,United Kingdom,3,1266.97,32,Regular
14105.0,United Kingdom,1,1266.2300000000002,239,At Risk
13989.0,United Kingdom,2,1266.08,65,Regular
16842.0,United Kingdom,3,1264.19,100,Regular
15497.0,United Kingdom,2,1262.2,17,Recent
15009.0,United Kingdom,3,1261.7799999999997,12,Recent
16688.0,United Kingdom,4,1260.8600000000004,1,Recent
17388.0,United Kingdom,4,1259.56,77,Regular
17412.0,United Kingdom,7,1258.06,2,Loyal
13151.0,United Kingdom,1,1257.8700000000003,295,At Risk
14931.0,Channel Islands,5,1257.68,4,Loyal
16639.0,United Kingdom,3,1257.5099999999998,31,Regular
17481.0,United Kingdom,4,1255.5900000000001,3,Recent
13848.0,United Kingdom,3,1255.0,92,Regular
17262.0,United Kingdom,5,1253.3600000000001,52,Loyal
14698.0,United Kingdom,5,1250.7599999999998,1,Loyal
14383.0,United Kingdom,3,1247.69,38,Regular
12689.0,France,2,1247.6100000000004,25,Recent
13029.0,United Kingdom,3,1247.5,30,Recent
15004.0,United Kingdom,1,1246.3199999999995,147,Regular
12494.0,France,7,1246.1,15,Loyal
13860.0,United Kingdom,5,1245.9,1,Loyal
14428.0,United Kingdom,5,1244.83,7,Loyal
16531.0,United Kingdom,7,1244.5900000000001,22,Loyal
17584.0,United Kingdom,2,1242.3,7,Recent
17588.0,United Kingdom,3,1240.2,100,Regular
17731.0,United Kingdom,4,1240.1100000000001,79,Regular
12985.0,United Kingdom,2,1239.3799999999999,0,Recent
13476.0,United Kingdom,2,1238.47,178,Regular
14893.0,United Kingdom,2,1237.8500000000001,9,Recent
13931.0,United Kingdom,2,1237.5300000000004,95,Regular
15201.0,United Kingdom,5,1236.5400000000004,87,Loyal
14684.0,United Kingdom,5,1236.2800000000002,25,Loyal
15376.0,United Kingdom,3,1233.3600000000001,40,Regular
15910.0,United Kingdom,8,1232.1800000000003,0,Loyal
18080.0,United Kingdom,2,1231.5,18,Recent
18171.0,United Kingdom,5,1231.3100000000002,58,Loyal
14913.0,United Kingdom,4,1227.4299999999998,35,Regular
12997.0,United Kingdom,4,1226.8899999999999,22,Recent
12412.0,Denmark,3,1226.88,74,Regular
17774.0,United Kingdom,4,1225.41,96,Regular
15841.0,United Kingdom,4,1224.06,72,Regular
13208.0,United Kingdom,6,1223.9,58,Loyal
16794.0,United Kingdom,10,1222.71,1,Champions
14745.0,United Kingdom,5,1220.26,112,Loyal
15227.0,United Kingdom,5,1219.4,36,Loyal
13491.0,United Kingdom,10,1215.8200000000002,51,Champions
17410.0,United Kingdom,5,1214.72,16,Loyal
13055.0,United Kingdom,3,1214.4099999999999,78,Regular
18263.0,United Kingdom,3,1213.16,25,Recent
13918.0,United Kingdom,2,1212.8399999999997,49,Regular
16653.0,United Kingdom,2,1212.6600000000003,16,Recent
12464.0,Belgium,8,1212.05,10,Loyal
17653.0,United Kingdom,4,1207.56,36,Regular
15737.0,United Kingdom,8,1205.12,14,Loyal
16800.0,United Kingdom,1,1201.4900000000002,11,Recent
13158.0,United Kingdom,4,1201.06,94,Regular
17320.0,United Kingdom,3,1200.62,100,Regular
17800.0,United Kingdom,9,1199.0100000000002,37,Loyal
15605.0,United Kingdom,5,1198.23,36,Loyal
13118.0,United Kingdom,5,1197.8100000000002,19,Loyal
13211.0,United Kingdom,3,1197.4200000000003,10,Recent
16042.0,United Kingdom,5,1197.27,22,Loyal
17867.0,United Kingdom,6,1197.1000000000001,30,Loyal
14487.0,United Kingdom,6,1196.3300000000002,26,Loyal
17720.0,United Kingdom,4,1195.9399999999998,26,Recent
17526.0,United Kingdom,4,1195.9,4,Recent
15145.0,United Kingdom,4,1194.7299999999998,4,Recent
12611.0,Italy,1,1193.32,52,Regular
13882.0,United Kingdom,5,1191.13,2,Loyal
12462.0,Spain,2,1189.59,18,Recent
16612.0,United Kingdom,4,1187.6599999999999,32,Regular
15630.0,United Kingdom,2,1186.35,45,Regular
13752.0,United Kingdom,6,1186.28,124,Loyal
17058.0,United Kingdom,3,1179.89,81,Regular
16950.0,United Kingdom,3,1178.56,56,Regular
12885.0,United Kingdom,3,1175.2200000000003,63,Regular
12640.0,France,3,1174.58,23,Recent
15306.0,United Kingdom,3,1174.35,64,Regular
14857.0,United Kingdom,2,1173.12,59,Regular
13611.0,United Kingdom,3,1171.7999999999997,89,Regular
18168.0,United Kingdom,6,1169.94,176,Loyal
12358.0,Austria,2,1168.06,1,Recent
13500.0,United Kingdom,3,1166.77,23,Recent
14737.0,United Kingdom,3,1164.55,3,Recent
14261.0,United Kingdom,2,1163.4499999999998,50,Regular
14447.0,United Kingdom,5,1163.23,18,Loyal
16714.0,United Kingdom,3,1161.5299999999993,218,At Risk
12546.0,Spain,2,1161.5,46,Regular
15088.0,United Kingdom,2,1160.07,21,Recent
17348.0,United Kingdom,5,1159.52,14,Loyal
13499.0,United Kingdom,5,1159.11,17,Loyal
16184.0,United Kingdom,6,1158.79,64,Loyal
14723.0,United Kingdom,6,1158.2999999999997,10,Loyal
13744.0,United Kingdom,2,1156.3600000000001,95,Regular
16637.0,United Kingdom,4,1154.47,32,Regular
16062.0,United Kingdom,4,1153.62,9,Recent
12710.0,Germany,3,1149.0200000000004,96,Regular
17505.0,United Kingdom,2,1145.8400000000001,161,Regular
16766.0,United Kingdom,2,1145.6,273,At Risk
12769.0,Brazil,1,1143.6000000000001,238,At Risk
17770.0,United Kingdom,5,1143.2699999999998,198,Loyal
18125.0,United Kingdom,4,1142.9899999999998,29,Recent
15985.0,United Kingdom,2,1142.42,123,Regular
16270.0,United Kingdom,1,1141.2399999999996,353,At Risk
13330.0,United Kingdom,3,1140.9299999999998,92,Regular
13819.0,United Kingdom,3,1140.35,301,At Risk
16172.0,United Kingdom,5,1140.21,95,Loyal
17135.0,United Kingdom,7,1139.73,16,Loyal
17500.0,United Kingdom,3,1138.0,17,Recent
17302.0,United Kingdom,5,1135.63,14,Loyal
17242.0,United Kingdom,2,1135.04,108,Regular
15489.0,United Kingdom,3,1134.2799999999997,22,Recent
16989.0,United Kingdom,6,1133.25,7,Loyal
17585.0,United Kingdom,4,1133.07,109,Regular
13282.0,United Kingdom,3,1132.14,18,Recent
13772.0,United Kingdom,3,1132.1299999999999,33,Regular
13310.0,United Kingdom,3,1132.0300000000002,28,Recent
13610.0,United Kingdom,7,1131.8800000000003,12,Loyal
15500.0,United Kingdom,4,1131.56,8,Recent
13447.0,United Kingdom,3,1129.1399999999999,23,Recent
14824.0,United Kingdom,4,1127.71,10,Recent
12609.0,Germany,3,1126.85,78,Regular
14708.0,United Kingdom,3,1126.3700000000001,2,Recent
17470.0,United Kingdom,5,1125.07,44,Loyal
14129.0,United Kingdom,5,1123.86,1,Loyal
15436.0,United Kingdom,3,1122.53,12,Recent
13486.0,United Kingdom,3,1122.4099999999999,78,Regular
17562.0,United Kingdom,7,1122.38,14,Loyal
16807.0,United Kingdom,3,1121.59,142,Regular
16086.0,United Kingdom,5,1121.39,59,Loyal
15730.0,United Kingdom,3,1120.8799999999999,65,Regular
17894.0,United Kingdom,8,1119.81,71,Loyal
14276.0,United Kingdom,3,1119.74,98,Regular
13064.0,United Kingdom,4,1119.4899999999998,12,Recent
12842.0,United Kingdom,2,1118.99,70,Regular
15716.0,United Kingdom,4,1118.81,145,Regular
17788.0,United Kingdom,2,1117.9,73,Regular
13591.0,United Kingdom,3,1117.1299999999997,64,Regular
14971.0,United Kingdom,3,1116.5699999999997,35,Regular
16350.0,United Kingdom,4,1116.47,21,Recent
12679.0,France,4,1113.02,58,Regular
17609.0,United Kingdom,5,1112.2199999999998,40,Loyal
16049.0,United Kingdom,3,1111.789999999999,40,Regular
14161.0,United Kingdom,3,1110.52,215,At Risk
14817.0,United Kingdom,2,1110.3400000000001,200,At Risk
15069.0,United Kingdom,1,1109.5300000000007,179,Regular
12399.0,Belgium,4,1108.6499999999999,119,Regular
15933.0,United Kingdom,3,1107.46,21,Recent
16833.0,United Kingdom,4,1106.5300000000002,1,Recent
12857.0,United Kingdom,2,1106.4,210,At Risk
14410.0,United Kingdom,9,1105.0699999999997,92,Loyal
14948.0,United Kingdom,6,1101.9699999999998,23,Loyal
17047.0,United Kingdom,3,1100.8999999999999,85,Regular
14744.0,United Kingdom,7,1099.98,16,Loyal
15978.0,United Kingdom,1,1098.7800000000002,77,Regular
13104.0,United Kingdom,6,1098.48,3,Loyal
17966.0,United Kingdom,5,1098.4299999999998,37,Loyal
16225.0,United Kingdom,5,1096.32,44,Loyal
16533.0,United Kingdom,3,1095.56,19,Recent
13652.0,United Kingdom,3,1095.08,45,Regular
15745.0,United Kingdom,4,1094.5900000000001,19,Recent
15608.0,United Kingdom,4,1093.68,28,Recent
13521.0,United Kingdom,3,1093.6499999999996,1,Recent
18189.0,United Kingdom,2,1090.2399999999998,77,Regular
13853.0,United Kingdom,1,1090.1399999999999,57,Regular
12534.0,Germany,1,1089.18,130,Regular
15763.0,United Kingdom,2,1086.92,31,Regular
13467.0,United Kingdom,2,1083.7099999999998,10,Recent
17041.0,United Kingdom,3,1081.57,26,Recent
14561.0,United Kingdom,3,1080.7599999999998,75,Regular
16200.0,United Kingdom,2,1080.62,4,Recent
13726.0,United Kingdom,2,1079.6599999999999,38,Regular
15197.0,United Kingdom,3,1079.61,10,Recent
12354.0,Spain,1,1079.3999999999999,232,At Risk
13715.0,United Kingdom,5,1079.3400000000001,281,Loyal
16980.0,United Kingdom,2,1078.9600000000003,255,At Risk
14352.0,United Kingdom,4,1078.96,157,Regular
16094.0,United Kingdom,4,1078.23,11,Recent
16563.0,United Kingdom,1,1077.74,53,Regular
13131.0,United Kingdom,3,1073.3000000000002,23,Recent
15712.0,United Kingdom,5,1072.36,9,Loyal
15238.0,United Kingdom,3,1071.99,29,Recent
13635.0,United Kingdom,1,1071.0300000000002,67,Regular
17522.0,United Kingdom,5,1070.71,1,Loyal
13761.0,United Kingdom,2,1070.65,50,Regular
14212.0,United Kingdom,1,1070.48,89,Regular
17214.0,United Kingdom,6,1069.1200000000003,60,Loyal
16918.0,United Kingdom,6,1068.82,49,Loyal
15027.0,United Kingdom,4,1066.1499999999999,30,Recent
17277.0,United Kingdom,2,1065.3500000000001,227,At Risk
14488.0,United Kingdom,1,1064.2800000000002,67,Regular
17287.0,United Kingdom,7,1064.11,26,Loyal
12951.0,United Kingdom,6,1064.07,8,Loyal
15801.0,United Kingdom,3,1063.9499999999998,46,Regular
12936.0,United Kingdom,4,1063.8999999999999,17,Recent
12815.0,Poland,2,1063.4599999999998,147,Regular
14411.0,United Kingdom,1,1063.0,310,At Risk
16214.0,United Kingdom,3,1062.75,170,Regular
15996.0,United Kingdom,6,1060.68,88,Loyal
15706.0,United Kingdom,4,1060.56,63,Regular
17727.0,United Kingdom,1,1060.25,15,Recent
18130.0,United Kingdom,3,1059.3899999999999,15,Recent
14465.0,United Kingdom,3,1058.62,246,At Risk
13455.0,United Kingdom,2,1058.34,24,Recent
14419.0,United Kingdom,6,1058.0600000000002,10,Loyal
15407.0,United Kingdom,4,1056.4399999999996,33,Regular
14514.0,United Kingdom,3,1055.35,61,Regular
15977.0,United Kingdom,2,1054.73,17,Recent
16728.0,United Kingdom,4,1054.67,46,Regular
12716.0,France,2,1053.4899999999996,3,Recent
14583.0,United Kingdom,5,1052.55,5,Loyal
16416.0,United Kingdom,3,1051.3999999999996,26,Recent
12849.0,United Kingdom,2,1050.8899999999999,31,Regular
14224.0,United Kingdom,4,1050.12,110,Regular
15329.0,United Kingdom,3,1049.7000000000003,39,Regular
14078.0,United Kingdom,6,1049.3700000000001,101,Loyal
15464.0,United Kingdom,1,1048.8500000000006,338,At Risk
15839.0,United Kingdom,3,1048.4900000000002,33,Regular
15777.0,United Kingdom,4,1047.1100000000001,241,At Risk
16520.0,United Kingdom,3,1046.5699999999997,186,At Risk
14293.0,United Kingdom,4,1046.5599999999997,3,Recent
17042.0,United Kingdom,5,1044.38,2,Loyal
15192.0,United Kingdom,3,1044.3200000000002,119,Regular
14389.0,United Kingdom,2,1043.46,65,Regular
15073.0,United Kingdom,3,1043.41,9,Recent
12497.0,Germany,1,1043.1,81,Regular
14584.0,United Kingdom,4,1042.2599999999998,169,Regular
13719.0,United Kingdom,5,1041.68,15,Loyal
18221.0,United Kingdom,5,1041.6100000000001,22,Loyal
15434.0,United Kingdom,5,1041.48,8,Loyal
14446.0,United Kingdom,4,1039.58,0,Recent
16320.0,Unspecified,2,1038.4600000000003,172,Regular
16175.0,United Kingdom,4,1037.59,94,Regular
12691.0,France,6,1035.8000000000002,28,Loyal
16260.0,United Kingdom,1,1035.45,50,Regular
13639.0,United Kingdom,1,1033.3400000000001,74,Regular
17724.0,United Kingdom,3,1033.0,71,Regular
12599.0,France,7,1032.58,29,Loyal
12724.0,France,4,1031.4100000000003,5,Recent
17405.0,United Kingdom,3,1031.41,1,Recent
13235.0,United Kingdom,1,1031.0699999999995,212,At Risk
12717.0,Greece,2,1030.98,151,Regular
13253.0,United Kingdom,2,1030.4,156,Regular
17033.0,United Kingdom,3,1030.1399999999999,86,Regular
